"﻿AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"TITULARIDAD";"URL";"E-MAIL";"TITULAR";"Total 2014-2015";"Total 2015-2016";"Total 2016-2017";"Total 2017-2018";"Total 2018-2019";"Educación Infantil Especial 2014-2015";"Educación Infantil Especial 2015-2016";"Educación Infantil Especial 2016-2017";"Educación Infantil Especial 2017-2018";"Educación Infantil Especial 2018-2019";"Infantil I Ciclo 2014-2015";"Infantil I Ciclo 2015-2016";"Infantil I Ciclo 2016-2017";"Infantil I Ciclo 2017-2018";"Infantil I Ciclo 2018-2019";"Infantil II Ciclo 2014-2015";"Infantil II Ciclo 2015-2016";"Infantil II Ciclo 2016-2017";"Infantil II Ciclo 2017-2018";"Infantil II Ciclo 2018-2019";"Educación Básica Obligatoria 2014-2015";"Educación Básica Obligatoria 2015-2016";"Educación Básica Obligatoria 2016-2017";"Educación Básica Obligatoria 2017-2018";"Educación Básica Obligatoria 2018-2019";"Primaria 2014-2015";"Primaria 2015-2016";"Primaria 2016-2017";"Primaria 2017-2018";"Primaria 2018-2019";"ESO 2014-2015";"ESO 2015-2016";"ESO 2016-2017";"ESO 2017-2018";"ESO 2018-2019";"Bachillerato 2014-2015";"Bachillerato 2015-2016";"Bachillerato 2016-2017";"Bachillerato 2017-2018";"Bachillerato 2018-2019";"FP GM 2014-2015";"FP GM 2015-2016";"FP GM 2016-2017";"FP GM 2017-2018";"FP GM 2018-2019";"FP GS 2014-2015";"FP GS 2015-2016";"FP GS 2016-2017";"FP GS 2017-2018";"FP GS 2018-2019";"FPB 2014-2015";"FPB 2015-2016";"FPB 2016-2017";"FPB 2017-2018";"FPB 2018-2019";"PCPI: Módulos Voluntarios 2014-2015";"PCPI: Módulos Voluntarios 2015-2016";"PCPI: Módulos Voluntarios 2016-2017";"PCPI: Módulos Voluntarios 2017-2018";"PCPI: Módulos Voluntarios 2018-2019";"PCPI: Especial 2014-2015";"PCPI: Especial 2015-2016";"PCPI: Especial 2016-2017";"PCPI: Especial 2017-2018";"PCPI: Especial 2018-2019";"Programa Formación Transición Vida Adulta 2014-2015";"Programa Formación Transición Vida Adulta 2015-2016";"Programa Formación Transición Vida Adulta 2016-2017";"Programa Formación Transición Vida Adulta 2017-2018";"Programa Formación Transición Vida Adulta 2018-2019";"Programas Profesionales Modalidad Especial 2014-2015";"Programas Profesionales Modalidad Especial 2015-2016";"Programas Profesionales Modalidad Especial 2016-2017";"Programas Profesionales Modalidad Especial 2017-2018";"Programas Profesionales Modalidad Especial 2018-2019";"lat";"lng"
"Madrid-Norte";"28064421";"CP INF-PRI";"TERESA DE CALCUTA";"Calle Clara Campoamor, 3 ";"San Sebastián de los Reyes";"-";"28702";"916670474";"916677312";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064421";"cp.teresadecalcuta.sansebastian@educa.madrid.org";"";"449";"490";"496";"492";"504";"";"";"";"";"";"";"";"";"";"";"178";"209";"203";"197";"175";"";"";"";"";"";"271";"281";"293";"295";"329";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5616";"-3.61177"
"Madrid-Norte";"28039384";"CP INF-PRI";"TIERNO GALVAN";"Sector Embarcaciones, 34 ";"Tres Cantos";"-";"28760";"918032957";"918032957";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28039384";"cp.tiernogalvan.trescantos@educa.madrid.org";"";"198";"231";"257";"270";"298";"";"";"";"";"";"";"";"";"";"";"47";"66";"98";"123";"146";"";"";"";"";"";"151";"165";"159";"147";"152";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5988192";"-3.7021948"
"Madrid-Capital";"28006408";"CP INF-PRI";"TIRSO DE MOLINA";"Calle Del Bronce, 1 ";"Madrid";"Arganzuela";"28045";"915278932";"914683695";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28006408";"cp.tirsodemolina.madrid@educa.madrid.org";"";"961";"1048";"1080";"1137";"909";"";"";"";"";"";"";"";"";"";"";"254";"306";"327";"350";"369";"";"";"";"";"";"599";"555";"542";"513";"540";"108";"187";"211";"274";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3925451";"-3.687886799999999"
"Madrid-Norte";"28026195";"CP INF-PRI";"TIRSO DE MOLINA";"Calle Del Olivo, 17 ";"Colmenar Viejo";"-";"28770";"918452090";"918459506";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28026195";"cp.tirsodemolina.colmenarviejo@educa.madrid.org";"";"210";"197";"219";"218";"223";"";"";"";"";"";"";"";"";"";"";"71";"62";"73";"68";"70";"";"";"";"";"";"139";"135";"146";"150";"153";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6584837";"-3.7713571"
"Madrid-Capital";"28010394";"CP INF-PRI";"TOMAS BRETON";"Calle De Alejandro Dumas, 4 ";"Madrid";"Arganzuela";"28005";"913642214";"913667387";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28010394";"cp.tomasbreton.madrid@educa.madrid.org";"";"474";"468";"463";"477";"502";"";"";"";"";"";"";"";"";"";"";"163";"161";"153";"176";"199";"";"";"";"";"";"311";"307";"310";"301";"303";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4012293";"-3.7155473"
"Madrid-Sur";"28002099";"CP INF-PRI";"TOME Y ORGAZ";"Avenida Fernández Turbica, S/n ";"Casarrubuelos";"-";"28977";"918167549";"918167546";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002099";"cp.tomeyorgaz.casarrubuelos@educa.madrid.org";"";"377";"375";"367";"331";"318";"";"";"";"";"";"";"";"";"";"";"127";"110";"99";"85";"85";"";"";"";"";"";"250";"265";"268";"246";"233";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.1692395";"-3.8274838"
"Madrid-Este";"28028337";"CP INF-PRI";"TORRES QUEVEDO";"Calle Argentina, 2 ";"Coslada";"-";"28823";"916717298";"916717298";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28028337";"cp.torresquevedo.coslada@educa.madrid.org";"";"584";"610";"607";"605";"608";"";"";"";"";"";"";"";"";"";"";"228";"229";"200";"171";"174";"";"";"";"";"";"356";"381";"407";"434";"434";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4281684";"-3.5473919"
"Madrid-Sur";"28033801";"CP INF-PRI";"TRABENCO";"Avenida Alemania, 18 ";"Leganés";"-";"28916";"916865478";"916803449";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28033801";"cp.trabenco.leganes@educa.madrid.org";"";"228";"227";"226";"227";"226";"";"";"";"";"";"";"";"";"";"";"73";"76";"75";"75";"75";"";"";"";"";"";"155";"151";"151";"152";"151";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3336862";"-3.7396609"
"Madrid-Este";"28041809";"CP INF-PRI";"UNO DE MAYO";"Calle Budapest, 2 ";"Torrejón de Ardoz";"-";"28850";"916770068";"916566511";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041809";"cp.unodemayo.torrejondeardoz@educa.madrid.org";"";"484";"496";"495";"483";"476";"";"";"";"";"";"";"";"";"";"";"153";"160";"151";"149";"141";"";"";"";"";"";"331";"336";"344";"334";"335";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4643716";"-3.4626786"
"Madrid-Norte";"28040881";"CP INF-PRI";"V CENTENARIO";"Calle Del Real, 116 ";"San Sebastián de los Reyes";"-";"28703";"916539270";"916525728";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28040881";"cp.quintocentenario.sansebastian@educa.madrid.org";"";"443";"445";"447";"448";"439";"";"";"";"";"";"";"";"";"";"";"150";"150";"150";"147";"145";"";"";"";"";"";"293";"295";"297";"301";"294";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5511256";"-3.6203759"
"Madrid-Capital";"28045098";"CP INF-PRI";"VALDEBERNARDO";"Calle Del Tren De Arganda, 9 ";"Madrid";"Vicálvaro";"28032";"913713523";"913051773";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28045098";"cp.valdebernardo.madrid@educa.madrid.org";"";"717";"706";"697";"673";"665";"";"";"";"";"";"";"";"";"";"";"247";"233";"218";"195";"189";"";"";"";"";"";"470";"473";"479";"478";"476";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4037714";"-3.6182272"
"Madrid-Este";"28025440";"CP INF-PRI";"VALDEMERA";"Calle San Antonio, 6 ";"Velilla de San Antonio";"-";"28891";"916608806";"916608006";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28025440";"cp.valdemera.velilla@educa.madrid.org";"";"791";"753";"752";"729";"712";"";"";"";"";"";"";"";"";"";"";"273";"237";"224";"203";"209";"";"";"";"";"";"518";"516";"528";"526";"503";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3678241";"-3.4843431"
"Madrid-Norte";"28030824";"CP INF-PRI";"VALDEPALITOS";"Calle De La Constitución, 127 ";"Alcobendas";"-";"28100";"916536638";"912293733";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030824";"cp.valdepalitos.alcobendas@educa.madrid.org";"";"482";"498";"526";"521";"522";"";"";"";"";"";"";"";"";"";"";"191";"179";"206";"175";"174";"";"";"";"";"";"291";"319";"320";"346";"348";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5483139";"-3.646601399999999"
"Madrid-Norte";"28042802";"CP INF-PRI";"VALDERREY";"Calle De Baleares, 2 ";"Algete";"-";"28110";"916282531";"916290402";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28042802";"cp.valderrey.algete@educa.madrid.org";"";"204";"214";"207";"199";"203";"";"";"";"";"";"";"";"";"";"";"74";"73";"69";"65";"67";"";"";"";"";"";"130";"141";"138";"134";"136";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.60261819999999";"-3.4997091"
"Madrid-Capital";"28004941";"CP INF-PRI";"VASCO NUÑEZ DE BALBOA";"Calle De Nuestra Señora De Valverde, 149 ";"Madrid";"Fuencarral-El Pardo";"28034";"917343267";"917355336";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28004941";"cp.nunezdebalboa.madrid@educa.madrid.org";"";"99";"99";"95";"97";"94";"";"";"";"";"";"";"";"";"";"";"37";"36";"27";"28";"27";"";"";"";"";"";"62";"63";"68";"69";"67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4994073";"-3.6864086"
"Madrid-Capital";"28011040";"CP INF-PRI";"VAZQUEZ DE MELLA";"Calle De Bailén, 18 ";"Madrid";"Centro";"28005";"913654878";"913665312";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28011040";"cp.vazquezdemella.madrid@educa.madrid.org";"";"175";"177";"197";"211";"245";"";"";"";"";"";"";"";"";"";"";"56";"58";"66";"89";"109";"";"";"";"";"";"119";"119";"131";"122";"136";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4120114";"-3.7141199"
"Madrid-Sur";"28002166";"CP INF-PRI";"VENTURA RODRIGUEZ";"Calle Fernandez Vitorio, 12 ";"Ciempozuelos";"-";"28350";"918930294";"918930294";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002166";"cp.venturarodriguez.ciempozuelos@educa.madrid.org";"";"665";"671";"645";"620";"636";"";"";"";"";"";"";"";"";"";"";"229";"208";"178";"159";"164";"";"";"";"";"";"436";"463";"467";"461";"472";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.15613310000001";"-3.629637"
"Madrid-Oeste";"28002129";"CP INF-PRI";"VIA ROMANA";"Avenida Blanca Fernández Ochoa, 5 ";"Cercedilla";"-";"28470";"918520575";"918520575";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002129";"cp.viaromana.cercedilla@educa.madrid.org";"";"291";"283";"281";"266";"258";"";"";"";"";"";"";"";"";"";"";"82";"81";"80";"78";"80";"";"";"";"";"";"209";"202";"201";"188";"178";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.740802";"-4.048774"
"Madrid-Capital";"28030411";"CP INF-PRI";"VICALVARO";"Calle De Forges, 15 ";"Madrid";"Vicálvaro";"28032";"917769938";"913718488";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030411";"cp.vicalvaro.madrid@educa.madrid.org";"";"437";"426";"418";"407";"415";"";"";"";"";"";"";"";"";"";"";"146";"142";"140";"129";"122";"";"";"";"";"";"291";"284";"278";"278";"293";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4053089";"-3.601402"
"Madrid-Sur";"28001551";"CP INF-PRI";"VICENTE ALEIXANDRE";"Calle Del Príncipe, 38 ";"Aranjuez";"-";"28300";"918912625";"918920571";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28001551";"cp.vicentealeixandre.aranjuez@educa.madrid.org";"";"444";"406";"433";"456";"472";"";"";"";"";"";"";"";"";"";"";"152";"128";"115";"111";"106";"";"";"";"";"";"292";"278";"318";"345";"366";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.0355072";"-3.5993424"
"Madrid-Sur";"28025351";"CP INF-PRI";"VICENTE ALEIXANDRE";"Calle Pizarro, 3 ";"Valdemoro";"-";"28342";"918095481";"918095481";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28025351";"cp.vicentealeixandre.valdemoro@educa.madrid.org";"";"623";"666";"663";"624";"609";"";"";"";"";"";"";"";"";"";"";"196";"186";"187";"174";"165";"";"";"";"";"";"427";"480";"476";"450";"444";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.1943215";"-3.6829384"
"Madrid-Sur";"28035585";"CP INF-PRI";"VICENTE ALEIXANDRE";"Calle Nueva York, 14 ";"Móstoles";"-";"28938";"916452799";"916464097";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28035585";"cp.vicentealeixandre.mostoles@educa.madrid.org";"";"444";"454";"449";"445";"478";"";"";"";"";"";"";"";"";"";"";"150";"153";"153";"153";"173";"";"";"";"";"";"294";"301";"296";"292";"305";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3163689";"-3.8565954"
"Madrid-Oeste";"28034040";"CP INF-PRI";"VICENTE ALEIXANDRE";"Cuesta De San Francisco, 19 ";"Rozas de Madrid, Las";"-";"28231";"916371296";"917105409";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28034040";"cp.vicentealeixandre.lasrozas@educa.madrid.org";"";"238";"261";"265";"259";"256";"";"";"";"";"";"";"";"";"";"";"82";"104";"107";"105";"78";"";"";"";"";"";"156";"157";"158";"154";"178";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.492329";"-3.8698811"
"Madrid-Sur";"28028805";"CP INF-PRI";"VICENTE ALEIXANDRE";"Calle De Polvoranca, 35 ";"Alcorcón";"-";"28923";"916190848";"916112012";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28028805";"cp.vicentealeixandre.alcorcon@educa.madrid.org";"";"441";"438";"426";"420";"441";"";"";"";"";"";"";"";"";"";"";"153";"159";"139";"140";"141";"";"";"";"";"";"288";"279";"287";"280";"300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3432592";"-3.8206404"
"Madrid-Este";"28026602";"CP INF-PRI";"VICENTE ALEIXANDRE";"Calle Silicio, 25 ";"Torrejón de Ardoz";"-";"28850";"916763011";"916556160";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28026602";"cp.vicentealeixand.torrejondeardoz@educa.madrid.org";"";"834";"840";"820";"826";"830";"";"";"";"";"";"";"";"";"";"";"287";"284";"282";"276";"274";"";"";"";"";"";"547";"556";"538";"550";"556";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4500029";"-3.458909"
"Madrid-Sur";"28039773";"CP INF-PRI";"VICENTE BLASCO IBAÑEZ";"Calle Cuba, 15 ";"Fuenlabrada";"-";"28945";"916976437";"916907263";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28039773";"cp.blascoibanez.fuenlabrada@educa.madrid.org";"";"270";"267";"269";"241";"255";"";"";"";"";"";"";"";"";"";"";"100";"100";"77";"75";"73";"";"";"";"";"";"170";"167";"192";"166";"182";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2911254";"-3.7864114"
"Madrid-Sur";"28067574";"CP INF-PRI";"VICENTE FERRER";"Avenida Salvador Allende, 10 ";"Getafe";"-";"28907";"914914339";"914914602";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28067574";"cp.vicenteferrer.getafe@educa.madrid.org";"";"673";"774";"794";"784";"782";"";"";"";"";"";"";"";"";"";"";"310";"310";"260";"205";"176";"";"";"";"";"";"363";"464";"534";"579";"606";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3203716";"-3.7376774"
"Madrid-Sur";"28069728";"CP INF-PRI";"VICTOR JARA";"Avenida De Las Naciones, 45 ";"Fuenlabrada";"-";"28943";"916072888";"916083655";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28069728";"cp.victorjara.fuenlabrada@educa.madrid.org";"";"474";"466";"444";"447";"452";"";"";"";"";"";"";"";"";"";"";"151";"149";"144";"148";"151";"";"";"";"";"";"323";"317";"300";"299";"301";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2797721";"-3.8042589"
"Madrid-Sur";"28003791";"CP INF-PRI";"VICTOR PRADERA";"Calle Monegros, 27 ";"Leganés";"-";"28915";"916886959";"916873991";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28003791";"cp.victorpradera.leganes@educa.madrid.org";"";"457";"448";"442";"452";"459";"";"";"";"";"";"";"";"";"";"";"155";"149";"140";"147";"146";"";"";"";"";"";"302";"299";"302";"305";"313";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.33943";"-3.75436"
"Madrid-Este";"28040015";"CP INF-PRI";"VICTORIA KENT";"Paseo De La Chopera, 7 ";"Rivas-Vaciamadrid";"-";"28523";"916662299";"916661652";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28040015";"cp.victoriakent.rivas@educa.madrid.org";"";"489";"487";"479";"481";"482";"";"";"";"";"";"";"";"";"";"";"181";"178";"156";"153";"150";"";"";"";"";"";"308";"309";"323";"328";"332";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3658995";"-3.5381212"
"Madrid-Oeste";"28003456";"CP INF-PRI";"VILLA DE GUADARRAMA";"Calle De Los Dos Escoriales, 11 ";"Guadarrama";"-";"28440";"918541017";"918540301";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28003456";"cp.villadeguadarrama.guadarrama@educa.madrid.org";"";"664";"684";"663";"646";"637";"";"";"";"";"";"";"";"";"";"";"231";"236";"224";"203";"197";"";"";"";"";"";"433";"448";"439";"443";"440";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6656051";"-4.0892758"
"Madrid-Este";"28033734";"CP INF-PRI";"VILLALAR";"Avenida De Berlín, 2 ";"Coslada";"-";"28822";"916731573";"916731573";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28033734";"cp.villalar.coslada@educa.madrid.org";"";"395";"384";"351";"338";"306";"";"";"";"";"";"";"";"";"";"";"112";"94";"75";"75";"66";"";"";"";"";"";"283";"290";"276";"263";"240";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4206999";"-3.53894"
"Madrid-Este";"28024307";"CP INF-PRI";"VILLAR PALASI";"Carretera Mejorada, S/n ";"San Fernando de Henares";"-";"28830";"916721132";"916693061";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28024307";"cp.villarpalasi.sanfernando@educa.madrid.org";"";"518";"504";"487";"463";"434";"";"";"";"";"";"";"";"";"";"";"114";"113";"121";"139";"134";"";"";"";"";"";"404";"391";"366";"324";"300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4164188";"-3.5254321"
"Madrid-Oeste";"28003481";"CP INF-PRI";"VIRGEN DE LA ENCINA";"Calle Hurtada, 57 ";"Hoyo de Manzanares";"-";"28240";"918566179";"918568392";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28003481";"cp.encina.hoyodemanzanares@educa.madrid.org";"";"516";"510";"477";"483";"514";"";"";"";"";"";"";"";"";"";"";"160";"152";"144";"137";"150";"";"";"";"";"";"356";"358";"333";"346";"364";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6239537";"-3.9005035"
"Madrid-Sur";"28024502";"CP INF-PRI";"VIRGEN DE LA NUEVA";"Calle Del Dr F Rodríguez De La Fuente, 2 ";"San Martín de Valdeiglesias";"-";"28680";"918610552";"918611802";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28024502";"cp.delanueva.sanmartindevaldeiglesias@educa.madrid.org";"";"473";"440";"417";"436";"439";"";"";"";"";"";"";"";"";"";"";"137";"122";"111";"122";"131";"";"";"";"";"";"336";"318";"306";"314";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3638115";"-4.3999386"
"Madrid-Oeste";"28002361";"CP INF-PRI";"VIRGEN DE LA PAZ";"Calle De Goya, 5 ";"Collado Mediano";"-";"28450";"918557007";"918557007";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002361";"cp.delapaz.colladomediano@educa.madrid.org";"";"401";"385";"383";"350";"331";"";"";"";"";"";"";"";"";"";"";"126";"127";"117";"95";"83";"";"";"";"";"";"275";"258";"266";"255";"248";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6945682";"-4.0316515"
